label,text,Headline
1,"Konser Ed Sheeran menjadi salah satu pertunjukan musik yang sangat dinanti sepanjang tahun 2019. Sempat batal pada 2018, musisi asal Inggris ini akhirnya sukses menggelar konser di Stadion Gelora Bung Karno, Senayan, Jakarta Pusat, pada 3 Mei 2019. Konser bertajuk ""Divide World Tour 2019"" ini dibuka dengan grup rock asal Jepang, One Ok Rock. Setelah 45 menit menghibur, Ed Sheeran pun muncul yang disambut meriah penonton. Selama penampilannya, Ed Sheeran menyanyikan lagu-lagunya yang sangat populer. Bahkan, ia juga sempat menyanyikan lagu ciptaannya yang dipopulerkan oleh Justin Bieber ""Love Your Self"". Tetapi, yang terlupakan adalah ketika Ed Sheeran di tengah konser tampil dengan mengenakan jersey Tim Nasional sepak bola Indonesia berwarna putih, lengkap dengan gambar garuda di bahu kirinya.
",Konser Ed Sheeran menjadi salah satu pertunjukan musik yang sangat dinanti sepanjang tahun 2019.
1,"Comeback, konser boyband Westlife bertajuk ""Westlife-The Twenty Tour 2019"" menjadi agenda wajib di tahun 2019. Boyband asal Irlandia tersebut tampil selama dua hari, yakni pada 6 dan 7 Agustus 2019 di ICE BSD. Sayangnya, konser Westlife menyisakan kekecewaan sebagian penggemar karena pelayanan yang diberikan promotor, Full Color Entertainment. Sebagian penggemar yang kecewa mengaku merasa tidak nyaman dengan penempatan tempat duduk penonton. Selain itu, ukuran panggung yang tidak besar juga dikeluhkan penonton, terutama pemegang tiket Platinum yang duduk di pinggir kanan kiri. Sebelum konser itu berlangsung, Westlife sebenarnya telah berpesan kepada pihak promotor agar tiket mereka tidak dipatok dengan harga mahal. Ada empat kategori tiket untuk konser Westlife di Jakarta, yakni Diamond VVIP Rp 2.500.000, Platinum seharga Rp 1.950.000, Gold dengan harga Rp 1.500.000, dan Silver seharga Rp 990.000.
","Comeback, konser boyband Westlife bertajuk ""Westlife-The Twenty Tour 2019"" menjadi agenda wajib di tahun 2019."
1,"Penyanyi asal Kanada, Shawn Mendes menggelar tur di Asia. Salah satu negara yang dikunjungi adalah Indonesia. Konser tersebut berlangsung di Sentul International Convention Center (SIICC) Sentul, Bogor, Jawa Barat, pada 8 Oktober 2019. Pada penampilannya, Shawn Mendes menyanyikan sejumlah lagu andalannya. Tidak lupa, ia juga menyanyikan lagu ""Senorita"" diiring denting piano. Namun, ada yang unik saat Shawn Mendes melantunkan lagu ""If Can't Have You"", ia mengucapkan kata 'Jakarta' berkali-kali. Teriakan Shawn Mendes rupanya direspons penonton dengan lucu. ""Bogor, Bogor, Bogor,"" kata beberapa penonton mengoreksi ucapan Shawn Mendes. Pasalnya, SIICC memang bukan berada di kawasan Jakarta, melainkan berada di Bogor, Jawa Barat.","Penyanyi asal Kanada, Shawn Mendes menggelar tur di Asia. Salah satu negara yang dikunjungi adalah Indonesia."
1,"Pada tahun 2019, telinga pencinta musik di Tanah Air juga dimanjakan dengan konser Michael Learns To Rock (MLTR). Menariknya, MLTR menggelar konser musik dua kota Indonesia, yakni Semarang dan Jakarta. Di Kota Semarang, grup band asal Denmark itu menyapa penggemarnya setelah Westlife tampil beberapa waktu lalu di kota tersebut. Konser tersebut berlangsung di Marina Convention Center Kota Semarang, pada 22 November 2019. Sementara di Jakarta, MLTR tampil sebagai penutup acara musik The 90âs Festival 2019 yang digelar di Gambir EXPO Kemayoran, Jakarta Pusat, pada 24 November 2019. Grup musik yang digawangi Jascha Richter, Kare Wancher dan Soren Madsen ini berhasil membuat penonton hanyut ke era 1990-an lewat karya-karya lagu mereka.","Pada tahun 2019, telinga pencinta musik di Tanah Air juga dimanjakan dengan konser Michael Learns To Rock (MLTR)."
1,"Pesawat kargo jatuh di Iran Pada awal tahun 2019, tepatnya Senin (14/1/2019), sebuah pesawat militer kargo mengalami kecelakaan di Iran. Penyebab dari jatuhnya pesawat tersebutxkarena cuaca buruk hingga menewaskan 15 orang dan hanya menyisakan 1 orang selamat. Pesawat yang bermodel 707 tersebut, jatuh di bandara Fath, dekat Karaj di bagian tengah Provinsi Alborz. Berdasarkan situs web militer Iran, pesawat tersebut keluar dari landasan selama pendaratan dan terbakar usai menabrak dinding di ujung akhir landasan. Juru bicara penerbangan sipil Iran mengatakan kepada stasiun TV setempat, pesawat tersebut merupakan milik Kirgistan. Namun, juru bicara bandara Manas di Kirgistan menyebut pesawat itu milik Payam Air, maskapai penerbangan kargo yang berbasis di Tehran.","Pesawat kargo jatuh di Iran Pada awal tahun 2019, tepatnya Senin (14/1/2019), sebuah pesawat militer kargo mengalami kecelakaan di Iran. Penyebab dari jatuhnya pesawat tersebutxkarena cuaca buruk hingga menewaskan 15 orang dan hanya menyisakan 1 orang selamat."
1,"pesawat Boeing 737 kepunyaan maskapai Ethiopian Airlines yang jatuh saat perjalanan dari Addis ke Nairobi, Kenya, pada Minggu 10 maret 2019 pagi. Laporan dari Bloomberg, menyebutkan, pesawat jatuh di sekitar wilayah Bishoftu atau Debre Zeit, sekitar 50 km sebelah selatan ibu kota Etiopia, Addis Ababa. Pesawat tersebut jatuh sekitar pukul 08.44 WIB waktu setempat, tidak lama setelah lepas landas pada pukul 08.38. Adapun jumlah penumpang yang tercatat dalam daftar manifest adalah sebanyak 149 orang dan 8 kru pesawat. Informasi terkini, semua penumpang dan 8 kru pesawat tewas akibat kecelakaan tersebut.
","pesawat Boeing 737 kepunyaan maskapai Ethiopian Airlines yang jatuh saat perjalanan dari Addis ke Nairobi, Kenya, pada Minggu 10 maret 2019 pagi."
1,"pesawat Douglas DC-3 jatuh di Kolombia, ketika menempuh perjalanan antara kota San Jose del Guaviare dan Villavicencio. Kejadian itu terjadi pada Sabtu 9 maret 2019 dan menewaskan 12 orang termasuk, seorang wali kota dan keluarganya. Adapun penyebab kecelakaan pesawat tersebut adalah karena kegagalan mesin. Di antara para korban tewas terdapat Wali Kota Taraira, Doris Villegas, beserta suami dan putrinya. Seorang pejabat di dinas pemadam kebakaran menyebut bahwa seluruh korban meninggal karena dilalap api. Pesawat Douglas DC-3 sendiri ialah pesawat baling-baling bermesin ganda buatan AS yang pertama kali diproduksi pada 1930-an.


","pesawat Douglas DC-3 jatuh di Kolombia, ketika menempuh perjalanan antara kota San Jose del Guaviare dan Villavicencio."
1,"Awan hitam kembali menyelimuti insan sepakbola dunia. Sebuah pesawat yang membawa tim sepakbola jatuh. 75 orang meninggal dunia, dan lima selamat. Insiden memilukan yang merenggut nyawa puluhan pesepakbola dalam satu klub kembali terjadi. Kali ini, pesawat carteran yang mengangkut para pemain tim sepakbola Brasil, Chapecoense Real, jatuh di pegunungan dekat Medelin, Kolombia, Selasa 29 november 2016. Tim Chapecoense terbang ke Kolombia untuk menjalani partai Final Copa Sudamerica melawan tim Atletico Nacional. Pertandingan itu akan berlangsung di Medellin, Kolombia, Rabu (30/11) hari ini. Pesawat Lamia BAE 146 tipe RJ85 itu dikabarkan mengangkut 9 awak kapal dengan 72 penumpang dari klub tersebut. Terdapat juga dalam penerbangan tersebut 15 jurnalis yang akan meliput laga. Pesawat yang dimiliki maskapai Lamia itu berangkat dari Bolivia pada Senin (28/11/2016) sore waktu lokal atau Selasa siang Wita dan putus kontak pada pukul 10.00 malam. ""Pesawat tersebut meminta prioritas untuk mendarat di Bandara Rionegro. Setelah izin diberikan, kami kehilangan kontak,"" ujar Alfredo Bocanegra, Direktur Aeirocivil, badan tertinggi pemerintah Kolombia yang mengurusi penerbangan sipil. Laporan yang dirilis The Daily Mail, sebanyak 75 orang meninggal dunia, dan enam orang selamat. Tiga di antara mereka adalah pemain Chapecoense yaitu pemain bertahan Alan Ruschel, kiper Danilo Padilha, dan kiper cadangan Jakson Follman. Hingga kini belum diketahui penyebab jatuhnya pesawat. Ada yang menduga akibat cuaca buruk hingga pesawat kehabisan bahan bakar. Namun di sisi lain juga terungkap fakta para pemain Chapecoense ternyata sempat mengambil foto selfie di dalam pesawat, dan mengunggah di media sosial.",Awan hitam kembali menyelimuti insan sepakbola dunia.
1,"Presiden Jokowi meresmikan Jalan Tol Akses Tanjung Priok, Sabtu 15 mei 2017. Jokowi mengungkapkan betapa sulitnya membangun jalan tol sepanjang 11,4 kilometer tersebut, bahkan ketika dirinya masih menjabat sebagai Gubernur DKI Jakarta. ""Saya ingat sekali ketika jadi gubernur, pembebasan lahan yang terganjal membuat dua tahun mangkrak. Alhamdulillah setelah turun ke lapangan beberapa kali itu bisa selesai,"" keluh Jokowi. Berikutnya, lanjut Jokowi, ketika permasalahan tersebut rampung, datang lagi masalah lainnya berupa 69 tiang harus dipotong dan diganti karena tidak memenuhi spesifikasi seharusnya.
Akibat permasalahan pembebasan lahan dan penggantian 69 tiang itu, maka proyek Jalan Tol Akses Tanjung Priok ini disebut mangkrak selama lima hingga enam tahun dan baru bisa beroperasi pada tahun ini.
Meski demikian, selesainya pembangunan Jalan Tol Akses Tanjung Priok dengan nilai konstruksi mencapai Rp 4,1 triliun itu diyakini Jokowi bisa menjadi faktor peningkat daya saing Indonesia khususnya dalam hal logistik. ""Nantinya ini akan dilewati kurang lebih 3.600 truk setiap hari. Oleh sebab itu ini akan memiliki daya saing kecepatan pengantaran barang-barang dari dan ke Pelabuhan Tanjung Priok karena ini merupakan main port kita,"" jelas dia.
","Presiden Jokowi meresmikan Jalan Tol Akses Tanjung Priok, Sabtu 15 mei 2017."
1,"Setelah lebih dari dua dekade terbengkalai, akhirnya Jalan Tol Mojokerto-Jombang yang merupakan bagian dari Tol Mojokerto-Kertosono (Moker) diresmikan Presiden Joko Widodo ( Jokowi) , Minggu 10 agustus 2017. Ruas tol ini, kata Jokowi, seharusnya sudah mulai dibangun sejak tahun 1996, namun terkendala sulitnya pengadaan lahan dan minimnya dukungan pemerintah. ""Saat ini kita sudah mengetahui cara menyelesaikannya. Bila infrastruktur tidak dibangun secepat mungkin, pasti akan semakin mahal biaya lahan dan konstruksinya. Harga tanah naik terus, sehingga investasi semakin besar. Kita akan sulit untuk bersaing,""
Jalan tol yang diresmikan sepanjang 24,9 kilometer, ini terdiri dari seksi II ruas Jombang-Mojokerto Kota (19,9 kilometer) dan seksi III ruas Mojokerto Barat-Mojokerto Utara (5 kilometer).","Setelah lebih dari dua dekade terbengkalai, akhirnya Jalan Tol Mojokerto-Jombang yang merupakan bagian dari Tol Mojokerto-Kertosono (Moker) diresmikan Presiden Joko Widodo ( Jokowi) , Minggu 10 agustus 2017."
