label,text,Headline
1,"Sebanyak 113 taksi daring yang memiliki izin operasi diluncurkan pada 4 Januari 2018. Minibus dan sedan berizin itu ditempeli stiker bundar di kaca depan. Kompas mencatat, kendaraan bertanda khusus itu tidak boleh diganggu karena sudah memenuhi syarat. Calon penumpang juga bisa memesannya melalui aplikasi daring, Uber, Go-Jek, dan Grab. Pemprov Jatim menetapkan kuota 4.445 mobil sebagai angkutan sewa khusus. ",Sebanyak 113 taksi daring yang memiliki izin operasi diluncurkan pada 4 Januari 2018.
1,"Bupati Jombang Nyono Suharli Wihandoko terjaring operasi tangkap tangan Komisi Pemberantasan Korupsi (KPK) pada 3 Februari 2018 di Stasiun Balapan, Solo, Jawa Tengah, saat hendak menuju Jombang. Nyono lalu ditetapkan sebagai tersangka kasus suap perizinan pengurusan jabatan di Pemerintah Kabupaten Jombang karena diduga menerima suap dari Plt Kepala Dinas Kesehatan Kabupaten Jombang Inna Silestyanti. Pada 4 September 2018, dia divonis 3,5 tahun penjara, didenda Rp 200 juta dan dicabut hak politiknya selama 3 tahun oleh majelis hakim Tindak Pidana Korupsi (Tipikor) Surabaya.","Bupati Jombang Nyono Suharli Wihandoko terjaring operasi tangkap tangan Komisi Pemberantasan Korupsi (KPK) pada 3 Februari 2018 di Stasiun Balapan, Solo, Jawa Tengah, saat hendak menuju Jombang."
1,"Presiden Jokowi meresmikan tujuh ruas tol Trans-Jawa pada 20 Desember 2018, salah satunya Jakarta-Surabaya hanya 10 jam. Ketujuh ruas tol yang diresmikan kemarin dan telah dibuka itu terdiri dari empat ruas tol di Jawa Timur, yaitu Tol Ngawi-Kertosono Segmen Wilangan-Kertosono, Kertosono-Mojokerto Seksi 4 (Bandar-Kertosono), Porong-Gempol Segmen Porong-Kejapanan, dan Gempol-Pasuruan Seksi 3 (Pasuruan-Grati), serta tiga tol lainnya berada di Jawa Tengah, yakni Tol Pemalang-Batang Seksi 1 dan 2 (Simpang Susun Pemalang-Batang), Tol Batang-Semarang Seksi 1 sampai 5, dan Tol Semarang-Solo Seksi 4 dan 5 (Salatiga-Kartasura).
","Presiden Jokowi meresmikan tujuh ruas tol Trans-Jawa pada 20 Desember 2018, salah satunya Jakarta-Surabaya hanya 10 jam."
1,"Tiga orang meninggal dunia dan 20 lainnya luka-luka karena tertabrak kereta api yang melintas di viaduk di Jalan Pahlawan, Surabaya, pada 9 November 2018. Saat itu, viaduk atau jembatan di atas jalan raya dipenuhi warga yang hendak menyaksikan drama kolosal ""Surabaya Membara"" di sekitar Tugu Pahlawan dan Kantor Gubernur Jawa Timur. Komunitas Surabaya Membara sebagai penyelenggara menilai, tragedi itu terjadi di luar kendali panitia. Panitia mengaku sudah mengingatkan berulang kali kepada para penonton di atas viaduk agar turun. Sementara itu, pihak PT Kereta Api Indonesia (KAI) Daop VIII Surabaya menyebutkan, panitia Surabaya Membara tidak pernah melakukan koordinasi dengan PT KAI sehingga mereka tidak mengetahui adanya kegiatan itu. Padahal, jalur kereta tersebut tergolong jalur aktif dengan 8-10 perjalanan kereta api setiap hari.","Tiga orang meninggal dunia dan 20 lainnya luka-luka karena tertabrak kereta api yang melintas di viaduk di Jalan Pahlawan, Surabaya, pada 9 November 2018."
1,"Pada 27 Juni 2018, warga Jawa Timur menggelar perhelatan pesta demokrasi untuk memilih pemimpin baru mereka, antara pasangan calon Khofifah-Emil yang bernomor urut 1 dan Gus Ipul-Puti, nomor urut 2. Khofifah untuk ketiga kalinya bertemu dengan Gus Ipul dalam persaingan perebutan kursi Jatim 1 meski dalam formasi berbeda. Yang menarik dalam Pilkada Jatim kali ini adalah koalisi partai pendukung pasangan calon. Jika di Jawa Barat dan Jawa Tengah, koalisi terpecah antara kubu PDI-P dan Gerindra, maka tidak demikian di Jawa Timur. Pada Pilgub Jatim 2018, PDI-P dan Gerindra berada di satu kubu mendukung pasangan Gus Ipul dan Puti bersama PKB dan PKS. Sementara itu, Khofifah dan Emil maju dengan diusung lima partai, yaitu Partai Demokrat, Nasdem, PAN, Hanura, Golkar, serta PPP. Pada pengujung Juli 2018, Khofifah dan Emil ditetapkan KPU Jatim sebagai pemenang Pilkada Jatim. Rencananya, mereka akan dilantik pada Maret 2019.
","Pada 27 Juni 2018, warga Jawa Timur menggelar perhelatan pesta demokrasi untuk memilih pemimpin baru mereka, antara pasangan calon Khofifah-Emil yang bernomor urut 1 dan Gus Ipul-Puti, nomor urut 2."
1,"Indonesia berduka karena tragedi di Surabaya pada pertengahan Mei 2018. Bom meledak di tiga gereja di Surabaya pada 13 Mei 2018, masing-masing di Gereja Santa Maria Tak Bercela di Jalan Ngagel Madya, Gereja Kristen Indonesia (GKI) di Jalan Diponegoro, dan Gereja Pantekosta Pusat Surabaya (GPPS) di Jalan Arjuno. Sebanyak 13 orang meninggal dan 43 lainnya luka-luka. Korban meninggal terbanyak terjadi di Gereja Santa Maria. Para pelaku merupakan satu keluarga, terdiri dari ayah, ibu dan keempat anaknya. Polisi menyebutkan, Dita Apriyanto (48), sang ayah, adalah amir (pemimpin) kelompok Jamaah Ansharut Daulah (JAD) di Surabaya. Pada hari itu juga, Presiden RI Joko Widodo datang ke Surabaya untuk mengunjungi lokasi dan menjenguk para korban. Presiden menyerukan bersatu melawan terorisme serta mengimbau seluruh rakyat Indonesia untuk tetap tenang dan waspada.  Pada malam harinya, ledakan juga terjadi di rusunawa di Kabupaten Sidoarjo. Satu orang meninggal dalam peristiwa ini. ",Indonesia berduka karena tragedi di Surabaya pada pertengahan Mei 2018.
1,"Surabaya meraih penghargaan Special Mention pada Lee Kuan Yew World City Prize 2018. Pengumuman berlangsung di Singapura pada 17 Maret 2018. Risma berterima kasih kepada seluruh lapisan masyarakat untuk melakukan terobosan bersama-sama dalam membangun kotanya. Pada tahun ini, Surabaya meraih predikat Special Mention bersama tiga kota besar lainnya, yaitu Hamburg, Kazan, dan Tokyo.",Surabaya meraih penghargaan Special Mention pada Lee Kuan Yew World City Prize 2018.
1,"Mobil pribadi milik Kepala Dinas Perumahan Rakyat dan Kawasan Permukiman, Cipta Karya dan Tata Ruang Pemkot Surabaya, Ery Cahyadi, ditembak orang tidak dikenal di depan rumahnya di Perumahan Puri Kencana Karah, Surabaya, pada 14 Maret 2018 sore. Akibatnya, kaca mobil Toyota Innova pecah di bagian belakang karena ditembus 3 proyektil peluru. Tidak ada korban jiwa dalam aksi penembakan itu. Pelaku adalah seorang pengusaha bengkel moge bernama Royce Muljanto. Dia mengaku sakit hati karena Pemkot Surabaya menertibkan bangunan sempadan di kawasan Jalan Ketintang Surabaya, tempat bengkelnya berada. Empat bulan kemudian, tepatnya pada 31 Juli 2018, Royce divonis 2 bulan penjara oleh majelis hakim Pengadilan Negeri Surabaya.","Mobil pribadi milik Kepala Dinas Perumahan Rakyat dan Kawasan Permukiman, Cipta Karya dan Tata Ruang Pemkot Surabaya, Ery Cahyadi, ditembak orang tidak dikenal di depan rumahnya di Perumahan Puri Kencana Karah, Surabaya, pada 14 Maret 2018 sore."
1,"Sebanyak 51 nyawa melayang akibat kecelakaan pesawat milik maskapai US-Bangla Airlines dari Bangladesh di Bandara Tribuvhan, Kathmandu, Nepal, 12 Maret 2018. Setelah penyelidikan lebih lanjut, pada Agustus lalu, pihak berwenang mengungkap fakta mengenai kondisi emosional kapten pilot Kapten Abid Sultan dilaporkan menangis dan bersin beberapa kali dalam penerbangan itu.","Sebanyak 51 nyawa melayang akibat kecelakaan pesawat milik maskapai US-Bangla Airlines dari Bangladesh di Bandara Tribuvhan, Kathmandu, Nepal, 12 Maret 2018."
1,"Di awal tahun, Afrika Selatan dikejutkan dengan kecelakaan yang melibatkan kereta penumpang dan truk. Kereta penumpang terbakar setelah bertabrakan dengan truk yang menyeberang di persimpangan jalur kereta dengan jalan, di pedesaan Kroonstad, Free State, Afrika Selatan, pada 4 Januari 2018. Sebanyak 18 orang tewas dan 254 orang lainnya mengalami luka-luka. Insiden tersebut menyebabkan beberapa gerbong keluar dari jalur. Api yang mulai membakar gerbong membuat penumpang panik dan berupaya melarikan diri.","Di awal tahun, Afrika Selatan dikejutkan dengan kecelakaan yang melibatkan kereta penumpang dan truk."
